node_id,x,y,z,ux,uy,uz,ux_abs,uy_abs,uz_abs
2956,3.2361267337733377,1.6367067859466289,0.37426896244792196,-3.6940885427255085e-09,4.2457416412723545e-09,1.704446316336523e-08,3.696527400370368e-09,4.250410792380233e-09,1.705933274783688e-08
2957,2.912514060396004,0.4091766964866572,0.07485379248958439,3.782817577256795e-09,-1.7971384313124973e-09,3.183565679091182e-08,3.786232663614673e-09,1.799098772340788e-09,3.186923778543719e-08
2958,3.2361267337733377,1.6367067859466289,0.29941516995833756,-2.2349656010525696e-09,2.5395799404629504e-09,1.7044199599826002e-08,2.236450138790944e-09,2.5423769445525507e-09,1.7059075331534183e-08
2959,3.3170299021176715,2.045883482433286,0.37426896244792196,-2.677972819840325e-09,4.5378039853062194e-09,8.611180551285367e-09,2.6792705193793315e-09,4.542792413915882e-09,8.616370488694036e-09
2960,2.9934172287403378,0.8183533929733144,0.07485379248958439,3.267500821389772e-09,-1.96495050378856e-09,2.7645978187004722e-08,3.2702769795149498e-09,1.967083361401717e-09,2.7674408289135055e-08
2961,3.3170299021176715,2.045883482433286,0.29941516995833756,-1.6264906894229497e-09,2.708951700955429e-09,8.596395625210563e-09,1.6272909789752573e-09,2.7119343869576724e-09,8.601573402979289e-09
2962,3.3979330704620048,2.4550601789199433,0.37426896244792196,-1.6398472998391089e-09,4.674940051516087e-09,-8.002869928754454e-10,1.6401520489436478e-09,4.680061945693111e-09,8.163056200521221e-10
2963,3.074320397084671,1.2275300894599717,0.07485379248958439,2.703602706605387e-09,-2.190904450192175e-09,2.2215582591227076e-08,2.7056881066207294e-09,2.1932826265254386e-09,2.223746767086356e-08
2964,3.3979330704620048,2.4550601789199433,0.29941516995833756,-1.0016079141227226e-09,2.7840948358253837e-09,-8.288158062741362e-10,1.001805567513492e-09,2.7871505608067466e-09,8.445452658208733e-10
2965,3.478836238806338,2.8642368754066005,0.37426896244792196,-6.237744961550449e-10,4.631264255333674e-09,-1.0804177680003371e-08,6.240577700356591e-10,4.636303035120496e-09,1.0823629069142402e-08
2966,3.1552235654290044,1.6367067859466289,0.07485379248958439,2.103910037458523e-09,-2.4199991131756935e-09,1.544703211798346e-08,2.10528157997307e-09,2.422629818619001e-09,1.5460882923859958e-08
2967,3.478836238806338,2.8642368754066005,0.29941516995833756,-3.857412612238125e-10,2.749325406174128e-09,-1.0843191958529209e-08,3.8588735640568613e-10,2.7523239720750946e-09,1.0862684869127758e-08
2968,3.559739407150672,3.2734135718932578,0.37426896244792196,3.229544315272701e-10,4.415491685429569e-09,-2.0977259086462264e-08,3.2951559187226926e-10,4.420244521680015e-09,2.1008371423226108e-08
2969,3.2361267337733377,2.045883482433286,0.07485379248958439,1.4803186152863288e-09,-2.604534894931224e-09,7.445346381935549e-09,1.4809922776078213e-09,2.6073639363679212e-09,7.44998389978518e-09
2970,3.559739407150672,3.2734135718932578,0.29941516995833756,1.9510301796727203e-10,2.6096803363626613e-09,-2.1020764338256825e-08,1.9898538792336627e-10,2.612500440256549e-09,2.1051927105669563e-08
2971,3.640642575495005,3.682590268379915,0.37426896244792196,1.1515140623174281e-09,4.0826236648520585e-09,-3.0933684666094146e-08,1.1563561976988571e-09,4.086955399699731e-09,3.097632300746228e-08
2972,3.3170299021176715,2.4550601789199433,0.07485379248958439,8.553869879572197e-10,-2.7094763845687134e-09,-1.5272942527391665e-09,8.554911823560528e-10,2.712406487466686e-09,1.537308173510284e-09
2973,3.640642575495005,3.682590268379915,0.29941516995833756,7.146964871261738e-10,2.3994090921512966e-09,-3.0972700753403744e-08,7.175707152591041e-10,2.4019709340805985e-09,3.1015385478825036e-08
2974,3.7215457438393384,4.091766964866572,0.37426896244792196,1.8013524801101336e-09,3.746782321814073e-09,-4.0418865352687174e-08,1.8065378599897707e-09,3.75070010326426e-09,4.047242885478819e-08
2975,3.3979330704620048,3.682590268379915,0.0,-1.3212980746254834e-09,-3.8347775585170175e-09,-2.939436627560779e-08,1.3262748745065188e-09,3.83871764601187e-09,2.9431792641581296e-08
